territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,district_code,district_name,municipality_code,municipality_name,parish_code,parish_name,region
LOCAL-160407,160407,160407,Cambeses,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160407,Cambeses,Norte
LOCAL-160435,160435,160435,Ceivães e Badim,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160435,Ceivães e Badim,Norte
LOCAL-160410,160410,160410,Lara,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160410,Lara,Norte
LOCAL-160411,160411,160411,Longos Vales,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160411,Longos Vales,Norte
LOCAL-160436,160436,160436,Mazedo e Cortes,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160436,Mazedo e Cortes,Norte
LOCAL-160415,160415,160415,Merufe,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160415,Merufe,Norte
LOCAL-160437,160437,160437,"Messegães, Valadares e Sá",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160437,"Messegães, Valadares e Sá",Norte
LOCAL-160438,160438,160438,Monção e Troviscoso,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160438,Monção e Troviscoso,Norte
LOCAL-160418,160418,160418,Moreira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160418,Moreira,Norte
LOCAL-160420,160420,160420,Pias,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160420,Pias,Norte
LOCAL-160421,160421,160421,Pinheiros,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160421,Pinheiros,Norte
LOCAL-160422,160422,160422,Podame,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160422,Podame,Norte
LOCAL-160423,160423,160423,Portela,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160423,Portela,Norte
LOCAL-160424,160424,160424,Riba de Mouro,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160424,Riba de Mouro,Norte
LOCAL-160439,160439,160439,"Sago, Lordelo e Parada",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160439,"Sago, Lordelo e Parada",Norte
LOCAL-160427,160427,160427,Segude,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160427,Segude,Norte
LOCAL-160428,160428,160428,Tangil,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160428,Tangil,Norte
LOCAL-160440,160440,160440,Troporiz e Lapela,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160440,Troporiz e Lapela,Norte
LOCAL-160431,160431,160431,Trute,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,LOCAL-160431,Trute,Norte
LOCAL-160501,160501,160501,Agualonga,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160501,Agualonga,Norte
LOCAL-160522,160522,160522,Bico e Cristelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160522,Bico e Cristelo,Norte
LOCAL-160503,160503,160503,Castanheira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160503,Castanheira,Norte
LOCAL-160523,160523,160523,Cossourado e Linhares,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160523,Cossourado e Linhares,Norte
LOCAL-160505,160505,160505,Coura,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160505,Coura,Norte
LOCAL-160507,160507,160507,Cunha,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160507,Cunha,Norte
LOCAL-160524,160524,160524,Formariz e Ferreira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160524,Formariz e Ferreira,Norte
LOCAL-160510,160510,160510,Infesta,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160510,Infesta,Norte
LOCAL-160525,160525,160525,Insalde e Porreiras,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160525,Insalde e Porreiras,Norte
LOCAL-160513,160513,160513,Mozelos,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160513,Mozelos,Norte
LOCAL-160514,160514,160514,Padornelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160514,Padornelo,Norte
LOCAL-160515,160515,160515,Parada,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160515,Parada,Norte
LOCAL-160526,160526,160526,Paredes de Coura e Resende,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160526,Paredes de Coura e Resende,Norte
LOCAL-160519,160519,160519,Romarigães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160519,Romarigães,Norte
LOCAL-160520,160520,160520,Rubiães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160520,Rubiães,Norte
LOCAL-160521,160521,160521,Vascões,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,LOCAL-160521,Vascões,Norte
LOCAL-160601,160601,160601,Azias,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160601,Azias,Norte
LOCAL-160602,160602,160602,Boivães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160602,Boivães,Norte
LOCAL-160603,160603,160603,Bravães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160603,Bravães,Norte
LOCAL-160604,160604,160604,Britelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160604,Britelo,Norte
LOCAL-160626,160626,160626,"Crasto, Ruivos e Grovelas",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160626,"Crasto, Ruivos e Grovelas",Norte
LOCAL-160606,160606,160606,Cuide de Vila Verde,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160606,Cuide de Vila Verde,Norte
LOCAL-160627,160627,160627,"Entre Ambos-os-Rios, Ermida e Germil",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160627,"Entre Ambos-os-Rios, Ermida e Germil",Norte
LOCAL-160611,160611,160611,Lavradas,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160611,Lavradas,Norte
LOCAL-160612,160612,160612,Lindoso,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160612,Lindoso,Norte
LOCAL-160613,160613,160613,Nogueira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160613,Nogueira,Norte
LOCAL-160614,160614,160614,Oleiros,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160614,Oleiros,Norte
LOCAL-160628,160628,160628,"Ponte da Barca, V.N. Muía, Paço Vedro Magalhães",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160628,"Ponte da Barca, V.N. Muía, Paço Vedro Magalhães",Norte
LOCAL-160619,160619,160619,Sampriz,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160619,Sampriz,Norte
LOCAL-160629,160629,160629,Touvedo (São Lourenço e Salvador),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160629,Touvedo (São Lourenço e Salvador),Norte
LOCAL-160623,160623,160623,Vade (São Pedro),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160623,Vade (São Pedro),Norte
LOCAL-160624,160624,160624,Vade (São Tomé),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160624,Vade (São Tomé),Norte
LOCAL-160630,160630,160630,Vila Chã (São João Baptista e Santiago),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,LOCAL-160630,Vila Chã (São João Baptista e Santiago),Norte
LOCAL-160701,160701,160701,Anais,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160701,Anais,Norte
LOCAL-160752,160752,160752,Arca e Ponte de Lima,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160752,Arca e Ponte de Lima,Norte
LOCAL-160704,160704,160704,Arcozelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160704,Arcozelo,Norte
LOCAL-160753,160753,160753,"Ardegão, Freixo e Mato",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160753,"Ardegão, Freixo e Mato",Norte
LOCAL-160754,160754,160754,Associação de freguesias do Vale do Neiva,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160754,Associação de freguesias do Vale do Neiva,Norte
LOCAL-160707,160707,160707,Beiral do Lima,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160707,Beiral do Lima,Norte
LOCAL-160708,160708,160708,Bertiandos,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160708,Bertiandos,Norte
LOCAL-160709,160709,160709,Boalhosa,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160709,Boalhosa,Norte
LOCAL-160710,160710,160710,Brandara,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160710,Brandara,Norte
LOCAL-160755,160755,160755,Bárrio e Cepões,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160755,Bárrio e Cepões,Norte
LOCAL-160756,160756,160756,Cabaços e Fojo Lobal,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160756,Cabaços e Fojo Lobal,Norte
LOCAL-160757,160757,160757,Cabração e Moreira do Lima,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160757,Cabração e Moreira do Lima,Norte
LOCAL-160713,160713,160713,Calheiros,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160713,Calheiros,Norte
LOCAL-160714,160714,160714,Calvelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160714,Calvelo,Norte
LOCAL-160716,160716,160716,Correlhã,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160716,Correlhã,Norte
LOCAL-160717,160717,160717,Estorãos,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160717,Estorãos,Norte
LOCAL-160718,160718,160718,Facha,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160718,Facha,Norte
LOCAL-160719,160719,160719,Feitosa,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160719,Feitosa,Norte
LOCAL-160721,160721,160721,Fontão,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160721,Fontão,Norte
LOCAL-160758,160758,160758,Fornelos e Queijada,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160758,Fornelos e Queijada,Norte
LOCAL-160724,160724,160724,Friastelas,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160724,Friastelas,Norte
LOCAL-160726,160726,160726,Gandra,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160726,Gandra,Norte
LOCAL-160727,160727,160727,Gemieira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160727,Gemieira,Norte
LOCAL-160728,160728,160728,Gondufe,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160728,Gondufe,Norte
LOCAL-160729,160729,160729,Labruja,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160729,Labruja,Norte
LOCAL-160759,160759,160759,"Labrujó, Rendufe e Vilar do Monte",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160759,"Labrujó, Rendufe e Vilar do Monte",Norte
LOCAL-160760,160760,160760,Navió e Vitorino dos Piães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160760,Navió e Vitorino dos Piães,Norte
LOCAL-160734,160734,160734,Poiares,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160734,Poiares,Norte
LOCAL-160744,160744,160744,Rebordões (Santa Maria),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160744,Rebordões (Santa Maria),Norte
LOCAL-160747,160747,160747,Rebordões (Souto),freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160747,Rebordões (Souto),Norte
LOCAL-160737,160737,160737,Refóios do Lima,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160737,Refóios do Lima,Norte
LOCAL-160739,160739,160739,Ribeira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160739,Ribeira,Norte
LOCAL-160742,160742,160742,Santa Comba,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160742,Santa Comba,Norte
LOCAL-160743,160743,160743,Santa Cruz do Lima,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160743,Santa Cruz do Lima,Norte
LOCAL-160745,160745,160745,Seara,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160745,Seara,Norte
LOCAL-160746,160746,160746,Serdedelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160746,Serdedelo,Norte
LOCAL-160740,160740,160740,Sá,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160740,Sá,Norte
LOCAL-160703,160703,160703,São Pedro d'Arcos,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160703,São Pedro d'Arcos,Norte
LOCAL-160750,160750,160750,Vitorino das Donas,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,LOCAL-160750,Vitorino das Donas,Norte
LOCAL-160802,160802,160802,Boivão,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160802,Boivão,Norte
LOCAL-160803,160803,160803,Cerdal,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160803,Cerdal,Norte
LOCAL-160805,160805,160805,Fontoura,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160805,Fontoura,Norte
LOCAL-160806,160806,160806,Friestas,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160806,Friestas,Norte
LOCAL-160817,160817,160817,Gandra e Taião,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160817,Gandra e Taião,Norte
LOCAL-160808,160808,160808,Ganfei,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160808,Ganfei,Norte
LOCAL-160818,160818,160818,Gondomil e Sanfins,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160818,Gondomil e Sanfins,Norte
LOCAL-160819,160819,160819,São Julião e Silva,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160819,São Julião e Silva,Norte
LOCAL-160812,160812,160812,São Pedro da Torre,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160812,São Pedro da Torre,Norte
LOCAL-160820,160820,160820,"Valença, Cristelo Covo e Arão",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160820,"Valença, Cristelo Covo e Arão",Norte
LOCAL-160816,160816,160816,Verdoejo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,LOCAL-160816,Verdoejo,Norte
LOCAL-160901,160901,160901,Afife,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160901,Afife,Norte
LOCAL-160902,160902,160902,Alvarães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160902,Alvarães,Norte
LOCAL-160903,160903,160903,Amonde,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160903,Amonde,Norte
LOCAL-160904,160904,160904,Anha,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160904,Anha,Norte
LOCAL-160905,160905,160905,Areosa,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160905,Areosa,Norte
LOCAL-160941,160941,160941,Barroselas e Carvoeiro,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160941,Barroselas e Carvoeiro,Norte
LOCAL-160942,160942,160942,Cardielos e Serreleis,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160942,Cardielos e Serreleis,Norte
LOCAL-160908,160908,160908,Carreço,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160908,Carreço,Norte
LOCAL-160910,160910,160910,Castelo do Neiva,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160910,Castelo do Neiva,Norte
LOCAL-160940,160940,160940,Chafé,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160940,Chafé,Norte
LOCAL-160911,160911,160911,Darque,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160911,Darque,Norte
LOCAL-160914,160914,160914,Freixieiro de Soutelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160914,Freixieiro de Soutelo,Norte
LOCAL-160943,160943,160943,Geraz do Lima e Deão,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160943,Geraz do Lima e Deão,Norte
LOCAL-160915,160915,160915,Lanheses,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160915,Lanheses,Norte
LOCAL-160944,160944,160944,Mazarefes e Vila Fria,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160944,Mazarefes e Vila Fria,Norte
LOCAL-160920,160920,160920,Montaria,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160920,Montaria,Norte
LOCAL-160922,160922,160922,Mujães,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160922,Mujães,Norte
LOCAL-160945,160945,160945,"Nogueira, Meixedo e Vilar de Murteda",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160945,"Nogueira, Meixedo e Vilar de Murteda",Norte
LOCAL-160925,160925,160925,Outeiro,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160925,Outeiro,Norte
LOCAL-160926,160926,160926,Perre,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160926,Perre,Norte
LOCAL-160948,160948,160948,Santa Maria Maior e Monserrate e Meadela,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160948,Santa Maria Maior e Monserrate e Meadela,Norte
LOCAL-160928,160928,160928,Santa Marta de Portuzelo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160928,Santa Marta de Portuzelo,Norte
LOCAL-160946,160946,160946,"Subportela, Deocriste e Portela Susã",freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160946,"Subportela, Deocriste e Portela Susã",Norte
LOCAL-160923,160923,160923,São Romão de Neiva,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160923,São Romão de Neiva,Norte
LOCAL-160947,160947,160947,Torre e Vila Mou,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160947,Torre e Vila Mou,Norte
LOCAL-160935,160935,160935,Vila Franca,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160935,Vila Franca,Norte
LOCAL-160938,160938,160938,Vila de Punhe,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160938,Vila de Punhe,Norte
LOCAL-161016,161016,161016,Campos e Vila Meã,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161016,Campos e Vila Meã,Norte
LOCAL-161017,161017,161017,Candemil e Gondar,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161017,Candemil e Gondar,Norte
LOCAL-161003,161003,161003,Cornes,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161003,Cornes,Norte
LOCAL-161004,161004,161004,Covas,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161004,Covas,Norte
LOCAL-161006,161006,161006,Gondarém,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161006,Gondarém,Norte
LOCAL-161007,161007,161007,Loivo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161007,Loivo,Norte
LOCAL-161009,161009,161009,Mentrestido,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161009,Mentrestido,Norte
LOCAL-161018,161018,161018,Reboreda e Nogueira,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161018,Reboreda e Nogueira,Norte
LOCAL-161012,161012,161012,Sapardos,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161012,Sapardos,Norte
LOCAL-161013,161013,161013,Sopo,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161013,Sopo,Norte
LOCAL-161019,161019,161019,Vila Nova de Cerveira e Lovelhe,freguesia,7,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,LOCAL-161019,Vila Nova de Cerveira e Lovelhe,Norte
LOCAL-170101,170101,170101,Alijó,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170101,Alijó,Norte
LOCAL-170120,170120,170120,Carlão e Amieiro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170120,Carlão e Amieiro,Norte
LOCAL-170121,170121,170121,Castedo e Cotas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170121,Castedo e Cotas,Norte
LOCAL-170107,170107,170107,Favaios,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170107,Favaios,Norte
LOCAL-170108,170108,170108,Pegarinhos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170108,Pegarinhos,Norte
LOCAL-170109,170109,170109,Pinhão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170109,Pinhão,Norte
LOCAL-170122,170122,170122,Pópulo e Ribalonga,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170122,Pópulo e Ribalonga,Norte
LOCAL-170112,170112,170112,Sanfins do Douro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170112,Sanfins do Douro,Norte
LOCAL-170113,170113,170113,Santa Eugénia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170113,Santa Eugénia,Norte
LOCAL-170114,170114,170114,São Mamede de Ribatua,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170114,São Mamede de Ribatua,Norte
LOCAL-170123,170123,170123,"Vale de Mendiz, Casal de Loivos e Vilarinho",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170123,"Vale de Mendiz, Casal de Loivos e Vilarinho",Norte
LOCAL-170116,170116,170116,Vila Chã,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170116,Vila Chã,Norte
LOCAL-170117,170117,170117,Vila Verde,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170117,Vila Verde,Norte
LOCAL-170118,170118,170118,Vilar de Maçada,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,LOCAL-170118,Vilar de Maçada,Norte
LOCAL-170217,170217,170217,Alturas do Barroso e Cerdedo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170217,Alturas do Barroso e Cerdedo,Norte
LOCAL-170218,170218,170218,Ardãos e Bobadela,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170218,Ardãos e Bobadela,Norte
LOCAL-170203,170203,170203,Beça,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170203,Beça,Norte
LOCAL-170219,170219,170219,Boticas e Granja,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170219,Boticas e Granja,Norte
LOCAL-170220,170220,170220,"Codessoso, Curros e Fiães do Tâmega",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170220,"Codessoso, Curros e Fiães do Tâmega",Norte
