territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,parent_code,parent_code_numeric,parent_name,municipality_code,municipality_name,district_code,district_code_numeric,district_name,region
LOCAL-150407,150407,150407,Santo António da Charneca,freguesia,7,LOCAL-150400,150400,Barreiro,LOCAL-150400,Barreiro,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150501,150501,150501,Azinheira dos Barros e São Mamede do Sádão,freguesia,7,LOCAL-150500,150500,Grândola,LOCAL-150500,Grândola,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150505,150505,150505,Carvalhal,freguesia,7,LOCAL-150500,150500,Grândola,LOCAL-150500,Grândola,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150506,150506,150506,Grândola e Santa Margarida da Serra,freguesia,7,LOCAL-150500,150500,Grândola,LOCAL-150500,Grândola,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150503,150503,150503,Melides,freguesia,7,LOCAL-150500,150500,Grândola,LOCAL-150500,Grândola,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150601,150601,150601,Alhos Vedros,freguesia,7,LOCAL-150600,150600,Moita,LOCAL-150600,Moita,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150607,150607,150607,Baixa da Banheira e Vale da Amoreira,freguesia,7,LOCAL-150600,150600,Moita,LOCAL-150600,Moita,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150608,150608,150608,Gaio-Rosário e Sarilhos Pequenos,freguesia,7,LOCAL-150600,150600,Moita,LOCAL-150600,Moita,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150603,150603,150603,Moita,freguesia,7,LOCAL-150600,150600,Moita,LOCAL-150600,Moita,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150709,150709,150709,Atalaia e Alto Estanqueiro-Jardia,freguesia,7,LOCAL-150700,150700,Montijo,LOCAL-150700,Montijo,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150701,150701,150701,Canha,freguesia,7,LOCAL-150700,150700,Montijo,LOCAL-150700,Montijo,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150710,150710,150710,Montijo e Afonsoeiro,freguesia,7,LOCAL-150700,150700,Montijo,LOCAL-150700,Montijo,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150711,150711,150711,Pegões,freguesia,7,LOCAL-150700,150700,Montijo,LOCAL-150700,Montijo,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150704,150704,150704,Sarilhos Grandes,freguesia,7,LOCAL-150700,150700,Montijo,LOCAL-150700,Montijo,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150802,150802,150802,Palmela,freguesia,7,LOCAL-150800,150800,Palmela,LOCAL-150800,Palmela,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150803,150803,150803,Pinhal Novo,freguesia,7,LOCAL-150800,150800,Palmela,LOCAL-150800,Palmela,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150806,150806,150806,Poceirão e Marateca,freguesia,7,LOCAL-150800,150800,Palmela,LOCAL-150800,Palmela,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150804,150804,150804,Quinta do Anjo,freguesia,7,LOCAL-150800,150800,Palmela,LOCAL-150800,Palmela,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150901,150901,150901,Abela,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150902,150902,150902,Alvalade,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150903,150903,150903,Cercal,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150904,150904,150904,Ermidas-Sado,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150912,150912,150912,"Santiago do Cacém, S.Cruz e S.Bartolomeu da Serra",freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150907,150907,150907,Santo André,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150913,150913,150913,São Domingos e Vale de Água,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-150910,150910,150910,São Francisco da Serra,freguesia,7,LOCAL-150900,150900,Santiago do Cacém,LOCAL-150900,Santiago do Cacém,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151002,151002,151002,Amora,freguesia,7,LOCAL-151000,151000,Seixal,LOCAL-151000,Seixal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151005,151005,151005,Corroios,freguesia,7,LOCAL-151000,151000,Seixal,LOCAL-151000,Seixal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151006,151006,151006,Fernão Ferro,freguesia,7,LOCAL-151000,151000,Seixal,LOCAL-151000,Seixal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151007,151007,151007,"Seixal, Arrentela e Aldeia de Paio Pires",freguesia,7,LOCAL-151000,151000,Seixal,LOCAL-151000,Seixal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151103,151103,151103,Quinta do Conde,freguesia,7,LOCAL-151100,151100,Sesimbra,LOCAL-151100,Sesimbra,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151101,151101,151101,Sesimbra (Castelo),freguesia,7,LOCAL-151100,151100,Sesimbra,LOCAL-151100,Sesimbra,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151102,151102,151102,Sesimbra (Santiago),freguesia,7,LOCAL-151100,151100,Sesimbra,LOCAL-151100,Sesimbra,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151209,151209,151209,Azeitão (São Lourenço e São Simão),freguesia,7,LOCAL-151200,151200,Setúbal,LOCAL-151200,Setúbal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151207,151207,151207,Gâmbia-Pontes-Alto da Guerra,freguesia,7,LOCAL-151200,151200,Setúbal,LOCAL-151200,Setúbal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151210,151210,151210,"S.Julião, N.S. da Anunciada e S.Maria da Graça",freguesia,7,LOCAL-151200,151200,Setúbal,LOCAL-151200,Setúbal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151208,151208,151208,Sado,freguesia,7,LOCAL-151200,151200,Setúbal,LOCAL-151200,Setúbal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151205,151205,151205,Setúbal (São Sebastião),freguesia,7,LOCAL-151200,151200,Setúbal,LOCAL-151200,Setúbal,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151302,151302,151302,Porto Covo,freguesia,7,LOCAL-151300,151300,Sines,LOCAL-151300,Sines,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-151301,151301,151301,Sines,freguesia,7,LOCAL-151300,151300,Sines,LOCAL-151300,Sines,LOCAL-150000,150000,Setúbal,Área Metropolitana de Lisboa
LOCAL-160101,160101,160101,Aboim das Choças,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160102,160102,160102,Aguiã,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160152,160152,160152,Alvora e Loureda,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160154,160154,160154,"Arcos de Valdevez (Salvador), Vila Fonche e Parada",freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160153,160153,160153,Arcos de Valdevez (São Paio) e Giela,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160105,160105,160105,Cabana Maior,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160106,160106,160106,Cabreiro,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160108,160108,160108,Cendufe,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160109,160109,160109,Couto,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160155,160155,160155,Eiras e Mei,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160113,160113,160113,Gavieira,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160115,160115,160115,Gondoriz,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160156,160156,160156,Grade e Carralcova,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160157,160157,160157,Guilhadeses e Santar,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160158,160158,160158,Jolda (Madalena) e Rio Cabrão,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160142,160142,160142,Jolda (São Paio),freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160121,160121,160121,Miranda,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160122,160122,160122,Monte Redondo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160123,160123,160123,Oliveira,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160159,160159,160159,Padreiro (Salvador e Santa Cristina),freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160125,160125,160125,Padroso,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160124,160124,160124,Paçô,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160160,160160,160160,Portela e Extremo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160128,160128,160128,Prozelo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160130,160130,160130,Rio Frio,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160131,160131,160131,Rio de Moinhos,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160133,160133,160133,Sabadim,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160144,160144,160144,Senharei,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160145,160145,160145,Sistelo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160146,160146,160146,Soajo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160162,160162,160162,Souto e Tabaçô,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160161,160161,160161,São Jorge e Ermelo,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160163,160163,160163,Távora (Santa Maria e São Vicente),freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160149,160149,160149,Vale,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160164,160164,160164,"Vilela, São Cosme e São Damião e Sá",freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160104,160104,160104,Ázere,freguesia,7,LOCAL-160100,160100,Arcos de Valdevez,LOCAL-160100,Arcos de Valdevez,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160221,160221,160221,"Arga (Baixo, Cima e São João)",freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160205,160205,160205,Argela,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160222,160222,160222,Caminha (Matriz) e Vilarelho,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160209,160209,160209,Dem,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160223,160223,160223,Gondar e Orbacém,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160211,160211,160211,Lanhelas,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160224,160224,160224,Moledo e Cristelo,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160214,160214,160214,Riba de Âncora,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160215,160215,160215,Seixas,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160225,160225,160225,Venade e Azevedo,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160217,160217,160217,Vila Praia de Âncora,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160218,160218,160218,Vilar de Mouros,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160220,160220,160220,Vile,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160201,160201,160201,Âncora,freguesia,7,LOCAL-160200,160200,Caminha,LOCAL-160200,Caminha,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160301,160301,160301,Alvaredo,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160319,160319,160319,Castro Laboreiro e Lamas de Mouro,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160320,160320,160320,Chaviães e Paços,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160304,160304,160304,Cousso,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160305,160305,160305,Cristoval,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160307,160307,160307,Fiães,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160308,160308,160308,Gave,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160311,160311,160311,Paderne,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160321,160321,160321,Parada do Monte e Cubalhão,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160313,160313,160313,Penso,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160322,160322,160322,Prado e Remoães,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160317,160317,160317,São Paio,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160323,160323,160323,Vila e Roussas,freguesia,7,LOCAL-160300,160300,Melgaço,LOCAL-160300,Melgaço,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160401,160401,160401,Abedim,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160434,160434,160434,Anhões e Luzio,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160404,160404,160404,Barbeita,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160405,160405,160405,Barroças e Taias,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160406,160406,160406,Bela,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160407,160407,160407,Cambeses,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160435,160435,160435,Ceivães e Badim,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160410,160410,160410,Lara,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160411,160411,160411,Longos Vales,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160436,160436,160436,Mazedo e Cortes,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160415,160415,160415,Merufe,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160437,160437,160437,"Messegães, Valadares e Sá",freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160438,160438,160438,Monção e Troviscoso,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160418,160418,160418,Moreira,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160420,160420,160420,Pias,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160421,160421,160421,Pinheiros,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160422,160422,160422,Podame,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160423,160423,160423,Portela,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160424,160424,160424,Riba de Mouro,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160439,160439,160439,"Sago, Lordelo e Parada",freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160427,160427,160427,Segude,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160428,160428,160428,Tangil,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160440,160440,160440,Troporiz e Lapela,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160431,160431,160431,Trute,freguesia,7,LOCAL-160400,160400,Monção,LOCAL-160400,Monção,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160501,160501,160501,Agualonga,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160522,160522,160522,Bico e Cristelo,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160503,160503,160503,Castanheira,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160523,160523,160523,Cossourado e Linhares,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160505,160505,160505,Coura,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160507,160507,160507,Cunha,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160524,160524,160524,Formariz e Ferreira,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160510,160510,160510,Infesta,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160525,160525,160525,Insalde e Porreiras,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160513,160513,160513,Mozelos,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160514,160514,160514,Padornelo,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160515,160515,160515,Parada,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160526,160526,160526,Paredes de Coura e Resende,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160519,160519,160519,Romarigães,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160520,160520,160520,Rubiães,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160521,160521,160521,Vascões,freguesia,7,LOCAL-160500,160500,Paredes de Coura,LOCAL-160500,Paredes de Coura,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160601,160601,160601,Azias,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160602,160602,160602,Boivães,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160603,160603,160603,Bravães,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160604,160604,160604,Britelo,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160626,160626,160626,"Crasto, Ruivos e Grovelas",freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
