territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-180709,Leomil,18,07,09,Viseu,18-07,18-07-09
LOCAL-180710,Moimenta da Beira,18,07,10,Viseu,18-07,18-07-10
LOCAL-180713,Passô,18,07,13,Viseu,18-07,18-07-13
LOCAL-180716,Vila da Rua,18,07,16,Viseu,18-07,18-07-16
LOCAL-180717,Sarzedo,18,07,17,Viseu,18-07,18-07-17
LOCAL-180719,Sever,18,07,19,Viseu,18-07,18-07-19
LOCAL-180720,Vilar,18,07,20,Viseu,18-07,18-07-20
LOCAL-180721,Paradinha e Nagosa,18,07,21,Viseu,18-07,18-07-21
LOCAL-180722,"Pêra Velha, Aldeia de Nacomba e Ariz",18,07,22,Viseu,18-07,18-07-22
LOCAL-180723,Peva e Segões,18,07,23,Viseu,18-07,18-07-23
LOCAL-180802,Cercosa,18,08,02,Viseu,18-08,18-08-02
LOCAL-180804,Espinho,18,08,04,Viseu,18-08,18-08-04
LOCAL-180805,Marmeleira,18,08,05,Viseu,18-08,18-08-05
LOCAL-180807,Pala,18,08,07,Viseu,18-08,18-08-07
LOCAL-180808,Sobral,18,08,08,Viseu,18-08,18-08-08
LOCAL-180809,Trezói,18,08,09,Viseu,18-08,18-08-09
LOCAL-180811,"Mortágua, Vale de Remígio, Cortegaça e Almaça",18,08,11,Viseu,18-08,18-08-11
LOCAL-180901,Canas de Senhorim,18,09,01,Viseu,18-09,18-09-01
LOCAL-180903,Nelas,18,09,03,Viseu,18-09,18-09-03
LOCAL-180905,Senhorim,18,09,05,Viseu,18-09,18-09-05
LOCAL-180906,Vilar Seco,18,09,06,Viseu,18-09,18-09-06
LOCAL-180908,Lapa do Lobo,18,09,08,Viseu,18-09,18-09-08
LOCAL-180910,Carvalhal Redondo e Aguieira,18,09,10,Viseu,18-09,18-09-10
LOCAL-180911,Santar e Moreira,18,09,11,Viseu,18-09,18-09-11
LOCAL-181002,Arcozelo das Maias,18,10,02,Viseu,18-10,18-10-02
LOCAL-181005,Pinheiro,18,10,05,Viseu,18-10,18-10-05
LOCAL-181007,Ribeiradio,18,10,07,Viseu,18-10,18-10-07
LOCAL-181008,São João da Serra,18,10,08,Viseu,18-10,18-10-08
LOCAL-181009,São Vicente de Lafões,18,10,09,Viseu,18-10,18-10-09
LOCAL-181013,Arca e Varzielas,18,10,13,Viseu,18-10,18-10-13
LOCAL-181014,Destriz e Reigoso,18,10,14,Viseu,18-10,18-10-14
LOCAL-181015,"Oliveira de Frades, Souto de Lafões e Sejães",18,10,15,Viseu,18-10,18-10-15
LOCAL-181102,Castelo de Penalva,18,11,02,Viseu,18-11,18-11-02
LOCAL-181103,Esmolfe,18,11,03,Viseu,18-11,18-11-03
LOCAL-181104,Germil,18,11,04,Viseu,18-11,18-11-04
LOCAL-181105,Ínsua,18,11,05,Viseu,18-11,18-11-05
LOCAL-181106,Lusinde,18,11,06,Viseu,18-11,18-11-06
LOCAL-181109,Pindo,18,11,09,Viseu,18-11,18-11-09
LOCAL-181110,Real,18,11,10,Viseu,18-11,18-11-10
LOCAL-181111,Sezures,18,11,11,Viseu,18-11,18-11-11
LOCAL-181112,Trancozelos,18,11,12,Viseu,18-11,18-11-12
LOCAL-181114,Antas e Matela,18,11,14,Viseu,18-11,18-11-14
LOCAL-181115,Vila Cova do Covelo/Mareco,18,11,15,Viseu,18-11,18-11-15
LOCAL-181202,Beselga,18,12,02,Viseu,18-12,18-12-02
LOCAL-181203,Castainço,18,12,03,Viseu,18-12,18-12-03
LOCAL-181207,Penela da Beira,18,12,07,Viseu,18-12,18-12-07
LOCAL-181208,Póvoa de Penela,18,12,08,Viseu,18-12,18-12-08
LOCAL-181209,Souto,18,12,09,Viseu,18-12,18-12-09
LOCAL-181210,Antas e Ourozinho,18,12,10,Viseu,18-12,18-12-10
LOCAL-181211,Penedono e Granja,18,12,11,Viseu,18-12,18-12-11
LOCAL-181302,Barrô,18,13,02,Viseu,18-13,18-13-02
LOCAL-181303,Cárquere,18,13,03,Viseu,18-13,18-13-03
LOCAL-181310,Paus,18,13,10,Viseu,18-13,18-13-10
LOCAL-181311,Resende,18,13,11,Viseu,18-13,18-13-11
LOCAL-181312,São Cipriano,18,13,12,Viseu,18-13,18-13-12
LOCAL-181313,São João de Fontoura,18,13,13,Viseu,18-13,18-13-13
LOCAL-181314,São Martinho de Mouros,18,13,14,Viseu,18-13,18-13-14
LOCAL-181316,Anreade e São Romão de Aregos,18,13,16,Viseu,18-13,18-13-16
LOCAL-181317,Felgueiras e Feirão,18,13,17,Viseu,18-13,18-13-17
LOCAL-181318,Freigil e Miomães,18,13,18,Viseu,18-13,18-13-18
LOCAL-181319,Ovadas e Panchorra,18,13,19,Viseu,18-13,18-13-19
LOCAL-181403,Pinheiro de Ázere,18,14,03,Viseu,18-14,18-14-03
LOCAL-181405,São Joaninho,18,14,05,Viseu,18-14,18-14-05
LOCAL-181406,São João de Areias,18,14,06,Viseu,18-14,18-14-06
LOCAL-181410,Ovoa e Vimieiro,18,14,10,Viseu,18-14,18-14-10
LOCAL-181411,Santa Comba Dão e Couto do Mosteiro,18,14,11,Viseu,18-14,18-14-11
LOCAL-181412,Treixedo e Nagozela,18,14,12,Viseu,18-14,18-14-12
LOCAL-181501,Castanheiro do Sul,18,15,01,Viseu,18-15,18-15-01
LOCAL-181502,Ervedosa do Douro,18,15,02,Viseu,18-15,18-15-02
LOCAL-181504,Nagozelo do Douro,18,15,04,Viseu,18-15,18-15-04
LOCAL-181505,Paredes da Beira,18,15,05,Viseu,18-15,18-15-05
LOCAL-181507,Riodades,18,15,07,Viseu,18-15,18-15-07
LOCAL-181509,Soutelo do Douro,18,15,09,Viseu,18-15,18-15-09
LOCAL-181511,Vale de Figueira,18,15,11,Viseu,18-15,18-15-11
LOCAL-181512,Valongo dos Azeites,18,15,12,Viseu,18-15,18-15-12
LOCAL-181515,São João da Pesqueira e Várzea de Trevões,18,15,15,Viseu,18-15,18-15-15
LOCAL-181516,Trevões e Espinhosa,18,15,16,Viseu,18-15,18-15-16
LOCAL-181517,Vilarouco e Pereiros,18,15,17,Viseu,18-15,18-15-17
LOCAL-181602,Bordonhos,18,16,02,Viseu,18-16,18-16-02
LOCAL-181606,Figueiredo de Alva,18,16,06,Viseu,18-16,18-16-06
LOCAL-181607,Manhouce,18,16,07,Viseu,18-16,18-16-07
LOCAL-181608,Pindelo dos Milagres,18,16,08,Viseu,18-16,18-16-08
LOCAL-181609,Pinho,18,16,09,Viseu,18-16,18-16-09
LOCAL-181612,São Félix,18,16,12,Viseu,18-16,18-16-12
LOCAL-181615,Serrazes,18,16,15,Viseu,18-16,18-16-15
LOCAL-181616,Sul,18,16,16,Viseu,18-16,18-16-16
LOCAL-181617,Valadares,18,16,17,Viseu,18-16,18-16-17
LOCAL-181619,Vila Maior,18,16,19,Viseu,18-16,18-16-19
LOCAL-181620,Carvalhais e Candal,18,16,20,Viseu,18-16,18-16-20
LOCAL-181621,Santa Cruz da Trapa e São Cristóvão de Lafões,18,16,21,Viseu,18-16,18-16-21
LOCAL-181622,São Martinho das Moitas e Covas do Rio,18,16,22,Viseu,18-16,18-16-22
LOCAL-181623,"São Pedro do Sul, Várzea e Baiões",18,16,23,Viseu,18-16,18-16-23
LOCAL-181702,Avelal,18,17,02,Viseu,18-17,18-17-02
LOCAL-181704,Ferreira de Aves,18,17,04,Viseu,18-17,18-17-04
LOCAL-181706,Mioma,18,17,06,Viseu,18-17,18-17-06
LOCAL-181707,Rio de Moinhos,18,17,07,Viseu,18-17,18-17-07
LOCAL-181709,São Miguel de Vila Boa,18,17,09,Viseu,18-17,18-17-09
LOCAL-181710,Sátão,18,17,10,Viseu,18-17,18-17-10
LOCAL-181711,Silvã de Cima,18,17,11,Viseu,18-17,18-17-11
LOCAL-181713,Águas Boas e Forles,18,17,13,Viseu,18-17,18-17-13
LOCAL-181714,"Romãs, Decermilo e Vila Longa",18,17,14,Viseu,18-17,18-17-14
LOCAL-181801,Arnas,18,18,01,Viseu,18-18,18-18-01
LOCAL-181802,Carregal,18,18,02,Viseu,18-18,18-18-02
LOCAL-181803,Chosendo,18,18,03,Viseu,18-18,18-18-03
LOCAL-181804,Cunha,18,18,04,Viseu,18-18,18-18-04
LOCAL-181806,Faia,18,18,06,Viseu,18-18,18-18-06
LOCAL-181810,Granjal,18,18,10,Viseu,18-18,18-18-10
LOCAL-181811,Lamosa,18,18,11,Viseu,18-18,18-18-11
LOCAL-181814,Quintela,18,18,14,Viseu,18-18,18-18-14
LOCAL-181817,Vila da Ponte,18,18,17,Viseu,18-18,18-18-17
LOCAL-181818,Ferreirim e Macieira,18,18,18,Viseu,18-18,18-18-18
LOCAL-181819,Fonte Arcada e Escurquela,18,18,19,Viseu,18-18,18-18-19
LOCAL-181820,Penso e Freixinho,18,18,20,Viseu,18-18,18-18-20
LOCAL-181821,Sernancelhe e Sarzeda,18,18,21,Viseu,18-18,18-18-21
LOCAL-181901,Adorigo,18,19,01,Viseu,18-19,18-19-01
LOCAL-181902,Arcos,18,19,02,Viseu,18-19,18-19-02
LOCAL-181904,Chavães,18,19,04,Viseu,18-19,18-19-04
LOCAL-181905,Desejosa,18,19,05,Viseu,18-19,18-19-05
LOCAL-181906,Granja do Tedo,18,19,06,Viseu,18-19,18-19-06
LOCAL-181908,Longa,18,19,08,Viseu,18-19,18-19-08
LOCAL-181913,Sendim,18,19,13,Viseu,18-19,18-19-13
LOCAL-181914,Tabuaço,18,19,14,Viseu,18-19,18-19-14
LOCAL-181917,Valença do Douro,18,19,17,Viseu,18-19,18-19-17
LOCAL-181918,Barcos e Santa Leocádia,18,19,18,Viseu,18-19,18-19-18
LOCAL-181919,Paradela e Granjinha,18,19,19,Viseu,18-19,18-19-19
LOCAL-181920,Pinheiros e Vale de Figueira,18,19,20,Viseu,18-19,18-19-20
LOCAL-181921,Távora e Pereiro,18,19,21,Viseu,18-19,18-19-21
LOCAL-182004,Mondim da Beira,18,20,04,Viseu,18-20,18-20-04
LOCAL-182005,Salzedas,18,20,05,Viseu,18-20,18-20-05
LOCAL-182006,São João de Tarouca,18,20,06,Viseu,18-20,18-20-06
LOCAL-182009,Várzea da Serra,18,20,09,Viseu,18-20,18-20-09
LOCAL-182011,Gouviães e Ucanha,18,20,11,Viseu,18-20,18-20-11
LOCAL-182012,Granja Nova e Vila Chã da Beira,18,20,12,Viseu,18-20,18-20-12
LOCAL-182013,Tarouca e Dálvares,18,20,13,Viseu,18-20,18-20-13
LOCAL-182102,Campo de Besteiros,18,21,02,Viseu,18-21,18-21-02
LOCAL-182103,Canas de Santa Maria,18,21,03,Viseu,18-21,18-21-03
LOCAL-182105,Castelões,18,21,05,Viseu,18-21,18-21-05
LOCAL-182106,Dardavaz,18,21,06,Viseu,18-21,18-21-06
LOCAL-182107,Ferreirós do Dão,18,21,07,Viseu,18-21,18-21-07
LOCAL-182108,Guardão,18,21,08,Viseu,18-21,18-21-08
LOCAL-182109,Lajeosa do Dão,18,21,09,Viseu,18-21,18-21-09
LOCAL-182110,Lobão da Beira,18,21,10,Viseu,18-21,18-21-10
LOCAL-182111,Molelos,18,21,11,Viseu,18-21,18-21-11
LOCAL-182116,Parada de Gonta,18,21,16,Viseu,18-21,18-21-16
LOCAL-182118,Santiago de Besteiros,18,21,18,Viseu,18-21,18-21-18
LOCAL-182122,Tonda,18,21,22,Viseu,18-21,18-21-22
LOCAL-182127,Barreiro de Besteiros e Tourigo,18,21,27,Viseu,18-21,18-21-27
LOCAL-182128,Caparrosa e Silvares,18,21,28,Viseu,18-21,18-21-28
LOCAL-182129,Mouraz e Vila Nova da Rainha,18,21,29,Viseu,18-21,18-21-29
LOCAL-182130,São João do Monte e Mosteirinho,18,21,30,Viseu,18-21,18-21-30
LOCAL-182131,São Miguel do Outeiro e Sabugosa,18,21,31,Viseu,18-21,18-21-31
LOCAL-182132,Tondela e Nandufe,18,21,32,Viseu,18-21,18-21-32
LOCAL-182133,Vilar de Besteiros e Mosteiro de Fráguas,18,21,33,Viseu,18-21,18-21-33
LOCAL-182203,Pendilhe,18,22,03,Viseu,18-22,18-22-03
LOCAL-182204,Queiriga,18,22,04,Viseu,18-22,18-22-04
LOCAL-182205,Touro,18,22,05,Viseu,18-22,18-22-05
LOCAL-182206,Vila Cova à Coelheira,18,22,06,Viseu,18-22,18-22-06
LOCAL-182208,"Vila Nova de Paiva, Alhais e Fráguas",18,22,08,Viseu,18-22,18-22-08
LOCAL-182301,Abraveses,18,23,01,Viseu,18-23,18-23-01
LOCAL-182304,Bodiosa,18,23,04,Viseu,18-23,18-23-04
LOCAL-182305,Calde,18,23,05,Viseu,18-23,18-23-05
LOCAL-182306,Campo,18,23,06,Viseu,18-23,18-23-06
LOCAL-182307,Cavernães,18,23,07,Viseu,18-23,18-23-07
LOCAL-182310,Cota,18,23,10,Viseu,18-23,18-23-10
LOCAL-182315,Fragosela,18,23,15,Viseu,18-23,18-23-15
LOCAL-182316,Lordosa,18,23,16,Viseu,18-23,18-23-16
LOCAL-182317,Silgueiros,18,23,17,Viseu,18-23,18-23-17
LOCAL-182318,Mundão,18,23,18,Viseu,18-23,18-23-18
LOCAL-182319,Orgens,18,23,19,Viseu,18-23,18-23-19
LOCAL-182320,Povolide,18,23,20,Viseu,18-23,18-23-20
LOCAL-182321,Ranhados,18,23,21,Viseu,18-23,18-23-21
LOCAL-182322,Ribafeita,18,23,22,Viseu,18-23,18-23-22
LOCAL-182323,Rio de Loba,18,23,23,Viseu,18-23,18-23-23
LOCAL-182325,Santos Evos,18,23,25,Viseu,18-23,18-23-25
LOCAL-182327,São João de Lourosa,18,23,27,Viseu,18-23,18-23-27
LOCAL-182329,São Pedro de France,18,23,29,Viseu,18-23,18-23-29
LOCAL-182335,Barreiros e Cepões,18,23,35,Viseu,18-23,18-23-35
LOCAL-182336,"Boa Aldeia, Farminhão e Torredeita",18,23,36,Viseu,18-23,18-23-36
LOCAL-182337,Coutos de Viseu,18,23,37,Viseu,18-23,18-23-37
LOCAL-182338,Fail e Vila Chã de Sá,18,23,38,Viseu,18-23,18-23-38
LOCAL-182339,Repeses e São Salvador,18,23,39,Viseu,18-23,18-23-39
LOCAL-182340,São Cipriano e Vil de Souto,18,23,40,Viseu,18-23,18-23-40
LOCAL-182341,Viseu,18,23,41,Viseu,18-23,18-23-41
LOCAL-182401,Alcofra,18,24,01,Viseu,18-24,18-24-01
LOCAL-182403,Campia,18,24,03,Viseu,18-24,18-24-03
LOCAL-182407,Fornelo do Monte,18,24,07,Viseu,18-24,18-24-07
LOCAL-182409,Queirã,18,24,09,Viseu,18-24,18-24-09
LOCAL-182410,São Miguel do Mato,18,24,10,Viseu,18-24,18-24-10
LOCAL-182411,Ventosa,18,24,11,Viseu,18-24,18-24-11
LOCAL-182413,Cambra e Carvalhal de Vermilhas,18,24,13,Viseu,18-24,18-24-13
LOCAL-182414,Fataunços e Figueiredo das Donas,18,24,14,Viseu,18-24,18-24-14
LOCAL-182415,Vouzela e Paços de Vilharigues,18,24,15,Viseu,18-24,18-24-15
LOCAL-310101,Arco da Calheta,31,01,01,Madeira,31-01,31-01-01
LOCAL-310102,Calheta,31,01,02,Madeira,31-01,31-01-02
LOCAL-310103,Estreito da Calheta,31,01,03,Madeira,31-01,31-01-03
LOCAL-310104,Fajã da Ovelha,31,01,04,Madeira,31-01,31-01-04
LOCAL-310105,Jardim do Mar,31,01,05,Madeira,31-01,31-01-05
LOCAL-310106,Paul do Mar,31,01,06,Madeira,31-01,31-01-06
LOCAL-310107,Ponta do Pargo,31,01,07,Madeira,31-01,31-01-07
LOCAL-310108,Prazeres,31,01,08,Madeira,31-01,31-01-08
LOCAL-310201,Câmara de Lobos,31,02,01,Madeira,31-02,31-02-01
LOCAL-310202,Curral das Freiras,31,02,02,Madeira,31-02,31-02-02
LOCAL-310203,Estreito de Câmara de Lobos,31,02,03,Madeira,31-02,31-02-03
LOCAL-310204,Quinta Grande,31,02,04,Madeira,31-02,31-02-04
LOCAL-310205,Jardim da Serra,31,02,05,Madeira,31-02,31-02-05
LOCAL-310301,Imaculado Coração de Maria,31,03,01,Madeira,31-03,31-03-01
LOCAL-310302,Monte,31,03,02,Madeira,31-03,31-03-02
LOCAL-310303,Funchal (Santa Luzia),31,03,03,Madeira,31-03,31-03-03
LOCAL-310304,Funchal (Santa Maria Maior),31,03,04,Madeira,31-03,31-03-04
LOCAL-310305,Santo António,31,03,05,Madeira,31-03,31-03-05
LOCAL-310306,São Gonçalo,31,03,06,Madeira,31-03,31-03-06
LOCAL-310307,São Martinho,31,03,07,Madeira,31-03,31-03-07
LOCAL-310308,Funchal (São Pedro),31,03,08,Madeira,31-03,31-03-08
LOCAL-310309,São Roque,31,03,09,Madeira,31-03,31-03-09
LOCAL-310310,Funchal (Sé),31,03,10,Madeira,31-03,31-03-10
LOCAL-310401,Água de Pena,31,04,01,Madeira,31-04,31-04-01
LOCAL-310402,Caniçal,31,04,02,Madeira,31-04,31-04-02
LOCAL-310403,Machico,31,04,03,Madeira,31-04,31-04-03
LOCAL-310404,Porto da Cruz,31,04,04,Madeira,31-04,31-04-04
LOCAL-310405,Santo António da Serra,31,04,05,Madeira,31-04,31-04-05
LOCAL-310501,Canhas,31,05,01,Madeira,31-05,31-05-01
LOCAL-310502,Madalena do Mar,31,05,02,Madeira,31-05,31-05-02
LOCAL-310503,Ponta do Sol,31,05,03,Madeira,31-05,31-05-03
LOCAL-310601,Achadas da Cruz,31,06,01,Madeira,31-06,31-06-01
LOCAL-310602,Porto Moniz,31,06,02,Madeira,31-06,31-06-02
LOCAL-310603,Ribeira da Janela,31,06,03,Madeira,31-06,31-06-03
LOCAL-310604,Seixal,31,06,04,Madeira,31-06,31-06-04
LOCAL-310701,Campanário,31,07,01,Madeira,31-07,31-07-01
LOCAL-310702,Ribeira Brava,31,07,02,Madeira,31-07,31-07-02
LOCAL-310703,Serra de Água,31,07,03,Madeira,31-07,31-07-03
LOCAL-310704,Tabua,31,07,04,Madeira,31-07,31-07-04
LOCAL-310802,Camacha,31,08,02,Madeira,31-08,31-08-02
LOCAL-310803,Caniço,31,08,03,Madeira,31-08,31-08-03
LOCAL-310804,Gaula,31,08,04,Madeira,31-08,31-08-04
LOCAL-310805,Santa Cruz,31,08,05,Madeira,31-08,31-08-05
LOCAL-310806,Santo António da Serra,31,08,06,Madeira,31-08,31-08-06
LOCAL-310901,Arco de São Jorge,31,09,01,Madeira,31-09,31-09-01
LOCAL-310902,Faial,31,09,02,Madeira,31-09,31-09-02
LOCAL-310903,Santana,31,09,03,Madeira,31-09,31-09-03
LOCAL-310904,São Jorge,31,09,04,Madeira,31-09,31-09-04
LOCAL-310905,São Roque do Faial,31,09,05,Madeira,31-09,31-09-05
LOCAL-310906,Ilha,31,09,06,Madeira,31-09,31-09-06
LOCAL-311001,Boa Ventura,31,10,01,Madeira,31-10,31-10-01
LOCAL-311002,Ponta Delgada,31,10,02,Madeira,31-10,31-10-02
LOCAL-311003,São Vicente,31,10,03,Madeira,31-10,31-10-03
LOCAL-320101,Porto Santo,32,01,01,Madeira,32-01,32-01-01
LOCAL-410101,Almagreira,41,01,01,Açores,41-01,41-01-01
LOCAL-410102,Santa Bárbara,41,01,02,Açores,41-01,41-01-02
LOCAL-410103,Santo Espírito,41,01,03,Açores,41-01,41-01-03
LOCAL-410104,São Pedro,41,01,04,Açores,41-01,41-01-04
LOCAL-410105,Vila do Porto,41,01,05,Açores,41-01,41-01-05
LOCAL-420101,Água de Pau,42,01,01,Açores,42-01,42-01-01
LOCAL-420102,Cabouco,42,01,02,Açores,42-01,42-01-02
LOCAL-420103,Lagoa (Nossa Senhora do Rosário),42,01,03,Açores,42-01,42-01-03
LOCAL-420104,Lagoa (Santa Cruz),42,01,04,Açores,42-01,42-01-04
LOCAL-420105,Ribeira Chã,42,01,05,Açores,42-01,42-01-05
LOCAL-420201,Achada,42,02,01,Açores,42-02,42-02-01
LOCAL-420202,Achadinha,42,02,02,Açores,42-02,42-02-02
LOCAL-420203,Lomba da Fazenda,42,02,03,Açores,42-02,42-02-03
LOCAL-420204,Nordeste,42,02,04,Açores,42-02,42-02-04
LOCAL-420206,Salga,42,02,06,Açores,42-02,42-02-06
LOCAL-420207,Santana,42,02,07,Açores,42-02,42-02-07
LOCAL-420208,Algarvia,42,02,08,Açores,42-02,42-02-08
LOCAL-420209,Santo António de Nordestinho,42,02,09,Açores,42-02,42-02-09
LOCAL-420210,São Pedro de Nordestinho,42,02,10,Açores,42-02,42-02-10
LOCAL-420301,Arrifes,42,03,01,Açores,42-03,42-03-01
LOCAL-420303,Candelária,42,03,03,Açores,42-03,42-03-03
LOCAL-420304,Capelas,42,03,04,Açores,42-03,42-03-04
LOCAL-420305,Covoada,42,03,05,Açores,42-03,42-03-05
LOCAL-420306,Fajã de Baixo,42,03,06,Açores,42-03,42-03-06
LOCAL-420307,Fajã de Cima,42,03,07,Açores,42-03,42-03-07
LOCAL-420308,Fenais da Luz,42,03,08,Açores,42-03,42-03-08
LOCAL-420309,Feteiras,42,03,09,Açores,42-03,42-03-09
LOCAL-420310,Ginetes,42,03,10,Açores,42-03,42-03-10
LOCAL-420311,Mosteiros,42,03,11,Açores,42-03,42-03-11
LOCAL-420312,Ponta Delgada (São Sebastião),42,03,12,Açores,42-03,42-03-12
LOCAL-420313,Ponta Delgada (São José),42,03,13,Açores,42-03,42-03-13
LOCAL-420314,Ponta Delgada (São Pedro),42,03,14,Açores,42-03,42-03-14
LOCAL-420315,Relva,42,03,15,Açores,42-03,42-03-15
LOCAL-420316,Remédios,42,03,16,Açores,42-03,42-03-16
LOCAL-420317,Rosto do Cão (Livramento),42,03,17,Açores,42-03,42-03-17
LOCAL-420318,Rosto do Cão (São Roque),42,03,18,Açores,42-03,42-03-18
LOCAL-420319,Santa Bárbara,42,03,19,Açores,42-03,42-03-19
LOCAL-420320,Santo António,42,03,20,Açores,42-03,42-03-20
LOCAL-420321,São Vicente Ferreira,42,03,21,Açores,42-03,42-03-21
LOCAL-420322,Sete Cidades,42,03,22,Açores,42-03,42-03-22
LOCAL-420323,Ajuda da Bretanha,42,03,23,Açores,42-03,42-03-23
LOCAL-420324,Pilar da Bretanha,42,03,24,Açores,42-03,42-03-24
LOCAL-420325,Santa Clara,42,03,25,Açores,42-03,42-03-25
LOCAL-420401,Água Retorta,42,04,01,Açores,42-04,42-04-01
LOCAL-420402,Faial da Terra,42,04,02,Açores,42-04,42-04-02
LOCAL-420403,Furnas,42,04,03,Açores,42-04,42-04-03
LOCAL-420404,Nossa Senhora dos Remédios,42,04,04,Açores,42-04,42-04-04
LOCAL-420405,Povoação,42,04,05,Açores,42-04,42-04-05
LOCAL-420406,Ribeira Quente,42,04,06,Açores,42-04,42-04-06
LOCAL-420501,Calhetas,42,05,01,Açores,42-05,42-05-01
LOCAL-420502,Fenais da Ajuda,42,05,02,Açores,42-05,42-05-02
LOCAL-420503,Lomba da Maia,42,05,03,Açores,42-05,42-05-03
LOCAL-420504,Lomba de São Pedro,42,05,04,Açores,42-05,42-05-04
LOCAL-420505,Maia,42,05,05,Açores,42-05,42-05-05
LOCAL-420506,Pico da Pedra,42,05,06,Açores,42-05,42-05-06
LOCAL-420507,Porto Formoso,42,05,07,Açores,42-05,42-05-07
LOCAL-420508,Rabo de Peixe,42,05,08,Açores,42-05,42-05-08
LOCAL-420509,Ribeira Grande (Conceição),42,05,09,Açores,42-05,42-05-09
LOCAL-420510,Ribeira Grande (Matriz),42,05,10,Açores,42-05,42-05-10
LOCAL-420511,Ribeira Seca,42,05,11,Açores,42-05,42-05-11
LOCAL-420512,Ribeirinha,42,05,12,Açores,42-05,42-05-12
LOCAL-420513,Santa Bárbara,42,05,13,Açores,42-05,42-05-13
LOCAL-420514,São Brás,42,05,14,Açores,42-05,42-05-14
LOCAL-420601,Água de Alto,42,06,01,Açores,42-06,42-06-01
LOCAL-420602,Ponta Garça,42,06,02,Açores,42-06,42-06-02
LOCAL-420603,Ribeira das Tainhas,42,06,03,Açores,42-06,42-06-03
LOCAL-420604,Vila Franca do Campo (São Miguel),42,06,04,Açores,42-06,42-06-04
LOCAL-420605,Vila Franca do Campo (São Pedro),42,06,05,Açores,42-06,42-06-05
LOCAL-420606,Ribeira Seca,42,06,06,Açores,42-06,42-06-06
LOCAL-430101,Altares,43,01,01,Açores,43-01,43-01-01
LOCAL-430102,Angra (Nossa Senhora da Conceição),43,01,02,Açores,43-01,43-01-02
LOCAL-430103,Angra (Santa Luzia),43,01,03,Açores,43-01,43-01-03
LOCAL-430104,Angra (São Pedro),43,01,04,Açores,43-01,43-01-04
LOCAL-430105,Angra (Sé),43,01,05,Açores,43-01,43-01-05
LOCAL-430106,Cinco Ribeiras,43,01,06,Açores,43-01,43-01-06
LOCAL-430107,Doze Ribeiras,43,01,07,Açores,43-01,43-01-07
LOCAL-430108,Feteira,43,01,08,Açores,43-01,43-01-08
LOCAL-430109,Porto Judeu,43,01,09,Açores,43-01,43-01-09
LOCAL-430110,Posto Santo,43,01,10,Açores,43-01,43-01-10
LOCAL-430111,Raminho,43,01,11,Açores,43-01,43-01-11
LOCAL-430112,Ribeirinha,43,01,12,Açores,43-01,43-01-12
LOCAL-430113,Santa Bárbara,43,01,13,Açores,43-01,43-01-13
LOCAL-430114,São Bartolomeu de Regatos,43,01,14,Açores,43-01,43-01-14
LOCAL-430115,São Bento,43,01,15,Açores,43-01,43-01-15
LOCAL-430116,São Mateus da Calheta,43,01,16,Açores,43-01,43-01-16
LOCAL-430117,Serreta,43,01,17,Açores,43-01,43-01-17
LOCAL-430118,Terra Chã,43,01,18,Açores,43-01,43-01-18
LOCAL-430119,Vila de São Sebastião,43,01,19,Açores,43-01,43-01-19
LOCAL-430201,Agualva,43,02,01,Açores,43-02,43-02-01
LOCAL-430202,Biscoitos,43,02,02,Açores,43-02,43-02-02
LOCAL-430203,Cabo da Praia,43,02,03,Açores,43-02,43-02-03
LOCAL-430204,Fonte do Bastardo,43,02,04,Açores,43-02,43-02-04
LOCAL-430205,Fontinhas,43,02,05,Açores,43-02,43-02-05
LOCAL-430206,Lajes,43,02,06,Açores,43-02,43-02-06
LOCAL-430207,Praia da Vitória (Santa Cruz),43,02,07,Açores,43-02,43-02-07
LOCAL-430208,Quatro Ribeiras,43,02,08,Açores,43-02,43-02-08
LOCAL-430209,São Brás,43,02,09,Açores,43-02,43-02-09
LOCAL-430210,Vila Nova,43,02,10,Açores,43-02,43-02-10
LOCAL-430211,Porto Martins,43,02,11,Açores,43-02,43-02-11
LOCAL-440101,Guadalupe,44,01,01,Açores,44-01,44-01-01
LOCAL-440102,Luz,44,01,02,Açores,44-01,44-01-02
LOCAL-440103,São Mateus,44,01,03,Açores,44-01,44-01-03
LOCAL-440104,Santa Cruz da Graciosa,44,01,04,Açores,44-01,44-01-04
LOCAL-450101,Calheta,45,01,01,Açores,45-01,45-01-01
LOCAL-450102,Norte Pequeno,45,01,02,Açores,45-01,45-01-02
LOCAL-450103,Ribeira Seca,45,01,03,Açores,45-01,45-01-03
LOCAL-450104,Santo Antão,45,01,04,Açores,45-01,45-01-04
LOCAL-450105,Topo (Nossa Senhora do Rosário),45,01,05,Açores,45-01,45-01-05
LOCAL-450201,Manadas (Santa Bárbara),45,02,01,Açores,45-02,45-02-01
LOCAL-450202,Norte Grande (Neves),45,02,02,Açores,45-02,45-02-02
LOCAL-450203,Rosais,45,02,03,Açores,45-02,45-02-03
LOCAL-450204,Santo Amaro,45,02,04,Açores,45-02,45-02-04
LOCAL-450205,Urzelina (São Mateus),45,02,05,Açores,45-02,45-02-05
LOCAL-450206,Velas (São Jorge),45,02,06,Açores,45-02,45-02-06
