territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-160747,Rebordões (Souto),16,07,47,Viana do Castelo,16-07,16-07-47
LOCAL-160750,Vitorino das Donas,16,07,50,Viana do Castelo,16-07,16-07-50
LOCAL-160752,Arca e Ponte de Lima,16,07,52,Viana do Castelo,16-07,16-07-52
LOCAL-160753,"Ardegão, Freixo e Mato",16,07,53,Viana do Castelo,16-07,16-07-53
LOCAL-160754,Associação de freguesias do Vale do Neiva,16,07,54,Viana do Castelo,16-07,16-07-54
LOCAL-160755,Bárrio e Cepões,16,07,55,Viana do Castelo,16-07,16-07-55
LOCAL-160756,Cabaços e Fojo Lobal,16,07,56,Viana do Castelo,16-07,16-07-56
LOCAL-160757,Cabração e Moreira do Lima,16,07,57,Viana do Castelo,16-07,16-07-57
LOCAL-160758,Fornelos e Queijada,16,07,58,Viana do Castelo,16-07,16-07-58
LOCAL-160759,"Labrujó, Rendufe e Vilar do Monte",16,07,59,Viana do Castelo,16-07,16-07-59
LOCAL-160760,Navió e Vitorino dos Piães,16,07,60,Viana do Castelo,16-07,16-07-60
LOCAL-160802,Boivão,16,08,02,Viana do Castelo,16-08,16-08-02
LOCAL-160803,Cerdal,16,08,03,Viana do Castelo,16-08,16-08-03
LOCAL-160805,Fontoura,16,08,05,Viana do Castelo,16-08,16-08-05
LOCAL-160806,Friestas,16,08,06,Viana do Castelo,16-08,16-08-06
LOCAL-160808,Ganfei,16,08,08,Viana do Castelo,16-08,16-08-08
LOCAL-160812,São Pedro da Torre,16,08,12,Viana do Castelo,16-08,16-08-12
LOCAL-160816,Verdoejo,16,08,16,Viana do Castelo,16-08,16-08-16
LOCAL-160817,Gandra e Taião,16,08,17,Viana do Castelo,16-08,16-08-17
LOCAL-160818,Gondomil e Sanfins,16,08,18,Viana do Castelo,16-08,16-08-18
LOCAL-160819,São Julião e Silva,16,08,19,Viana do Castelo,16-08,16-08-19
LOCAL-160820,"Valença, Cristelo Covo e Arão",16,08,20,Viana do Castelo,16-08,16-08-20
LOCAL-160901,Afife,16,09,01,Viana do Castelo,16-09,16-09-01
LOCAL-160902,Alvarães,16,09,02,Viana do Castelo,16-09,16-09-02
LOCAL-160903,Amonde,16,09,03,Viana do Castelo,16-09,16-09-03
LOCAL-160904,Anha,16,09,04,Viana do Castelo,16-09,16-09-04
LOCAL-160905,Areosa,16,09,05,Viana do Castelo,16-09,16-09-05
LOCAL-160908,Carreço,16,09,08,Viana do Castelo,16-09,16-09-08
LOCAL-160910,Castelo do Neiva,16,09,10,Viana do Castelo,16-09,16-09-10
LOCAL-160911,Darque,16,09,11,Viana do Castelo,16-09,16-09-11
LOCAL-160914,Freixieiro de Soutelo,16,09,14,Viana do Castelo,16-09,16-09-14
LOCAL-160915,Lanheses,16,09,15,Viana do Castelo,16-09,16-09-15
LOCAL-160920,Montaria,16,09,20,Viana do Castelo,16-09,16-09-20
LOCAL-160922,Mujães,16,09,22,Viana do Castelo,16-09,16-09-22
LOCAL-160923,São Romão de Neiva,16,09,23,Viana do Castelo,16-09,16-09-23
LOCAL-160925,Outeiro,16,09,25,Viana do Castelo,16-09,16-09-25
LOCAL-160926,Perre,16,09,26,Viana do Castelo,16-09,16-09-26
LOCAL-160928,Santa Marta de Portuzelo,16,09,28,Viana do Castelo,16-09,16-09-28
LOCAL-160935,Vila Franca,16,09,35,Viana do Castelo,16-09,16-09-35
LOCAL-160938,Vila de Punhe,16,09,38,Viana do Castelo,16-09,16-09-38
LOCAL-160940,Chafé,16,09,40,Viana do Castelo,16-09,16-09-40
LOCAL-160941,Barroselas e Carvoeiro,16,09,41,Viana do Castelo,16-09,16-09-41
LOCAL-160942,Cardielos e Serreleis,16,09,42,Viana do Castelo,16-09,16-09-42
LOCAL-160943,Geraz do Lima e Deão,16,09,43,Viana do Castelo,16-09,16-09-43
LOCAL-160944,Mazarefes e Vila Fria,16,09,44,Viana do Castelo,16-09,16-09-44
LOCAL-160945,"Nogueira, Meixedo e Vilar de Murteda",16,09,45,Viana do Castelo,16-09,16-09-45
LOCAL-160946,"Subportela, Deocriste e Portela Susã",16,09,46,Viana do Castelo,16-09,16-09-46
LOCAL-160947,Torre e Vila Mou,16,09,47,Viana do Castelo,16-09,16-09-47
LOCAL-160948,Santa Maria Maior e Monserrate e Meadela,16,09,48,Viana do Castelo,16-09,16-09-48
LOCAL-161003,Cornes,16,10,03,Viana do Castelo,16-10,16-10-03
LOCAL-161004,Covas,16,10,04,Viana do Castelo,16-10,16-10-04
LOCAL-161006,Gondarém,16,10,06,Viana do Castelo,16-10,16-10-06
LOCAL-161007,Loivo,16,10,07,Viana do Castelo,16-10,16-10-07
LOCAL-161009,Mentrestido,16,10,09,Viana do Castelo,16-10,16-10-09
LOCAL-161012,Sapardos,16,10,12,Viana do Castelo,16-10,16-10-12
LOCAL-161013,Sopo,16,10,13,Viana do Castelo,16-10,16-10-13
LOCAL-161016,Campos e Vila Meã,16,10,16,Viana do Castelo,16-10,16-10-16
LOCAL-161017,Candemil e Gondar,16,10,17,Viana do Castelo,16-10,16-10-17
LOCAL-161018,Reboreda e Nogueira,16,10,18,Viana do Castelo,16-10,16-10-18
LOCAL-161019,Vila Nova de Cerveira e Lovelhe,16,10,19,Viana do Castelo,16-10,16-10-19
LOCAL-170101,Alijó,17,01,01,Vila Real,17-01,17-01-01
LOCAL-170107,Favaios,17,01,07,Vila Real,17-01,17-01-07
LOCAL-170108,Pegarinhos,17,01,08,Vila Real,17-01,17-01-08
LOCAL-170109,Pinhão,17,01,09,Vila Real,17-01,17-01-09
LOCAL-170112,Sanfins do Douro,17,01,12,Vila Real,17-01,17-01-12
LOCAL-170113,Santa Eugénia,17,01,13,Vila Real,17-01,17-01-13
LOCAL-170114,São Mamede de Ribatua,17,01,14,Vila Real,17-01,17-01-14
LOCAL-170116,Vila Chã,17,01,16,Vila Real,17-01,17-01-16
LOCAL-170117,Vila Verde,17,01,17,Vila Real,17-01,17-01-17
LOCAL-170118,Vilar de Maçada,17,01,18,Vila Real,17-01,17-01-18
LOCAL-170120,Carlão e Amieiro,17,01,20,Vila Real,17-01,17-01-20
LOCAL-170121,Castedo e Cotas,17,01,21,Vila Real,17-01,17-01-21
LOCAL-170122,Pópulo e Ribalonga,17,01,22,Vila Real,17-01,17-01-22
LOCAL-170123,"Vale de Mendiz, Casal de Loivos e Vilarinho",17,01,23,Vila Real,17-01,17-01-23
LOCAL-170203,Beça,17,02,03,Vila Real,17-02,17-02-03
LOCAL-170208,Covas do Barroso,17,02,08,Vila Real,17-02,17-02-08
LOCAL-170210,Dornelas,17,02,10,Vila Real,17-02,17-02-10
LOCAL-170213,Pinho,17,02,13,Vila Real,17-02,17-02-13
LOCAL-170215,Sapiãos,17,02,15,Vila Real,17-02,17-02-15
LOCAL-170217,Alturas do Barroso e Cerdedo,17,02,17,Vila Real,17-02,17-02-17
LOCAL-170218,Ardãos e Bobadela,17,02,18,Vila Real,17-02,17-02-18
LOCAL-170219,Boticas e Granja,17,02,19,Vila Real,17-02,17-02-19
LOCAL-170220,"Codessoso, Curros e Fiães do Tâmega",17,02,20,Vila Real,17-02,17-02-20
LOCAL-170221,Vilar e Viveiro,17,02,21,Vila Real,17-02,17-02-21
LOCAL-170301,Águas Frias,17,03,01,Vila Real,17-03,17-03-01
LOCAL-170302,Anelhe,17,03,02,Vila Real,17-03,17-03-02
LOCAL-170305,Bustelo,17,03,05,Vila Real,17-03,17-03-05
LOCAL-170309,Cimo de Vila da Castanheira,17,03,09,Vila Real,17-03,17-03-09
LOCAL-170310,Curalha,17,03,10,Vila Real,17-03,17-03-10
LOCAL-170312,Ervededo,17,03,12,Vila Real,17-03,17-03-12
LOCAL-170313,Faiões,17,03,13,Vila Real,17-03,17-03-13
LOCAL-170314,Lama de Arcos,17,03,14,Vila Real,17-03,17-03-14
LOCAL-170316,Mairos,17,03,16,Vila Real,17-03,17-03-16
LOCAL-170317,Moreiras,17,03,17,Vila Real,17-03,17-03-17
LOCAL-170318,Nogueira da Montanha,17,03,18,Vila Real,17-03,17-03-18
LOCAL-170320,Oura,17,03,20,Vila Real,17-03,17-03-20
LOCAL-170321,Outeiro Seco,17,03,21,Vila Real,17-03,17-03-21
LOCAL-170322,Paradela,17,03,22,Vila Real,17-03,17-03-22
LOCAL-170324,Redondelo,17,03,24,Vila Real,17-03,17-03-24
LOCAL-170327,Sanfins,17,03,27,Vila Real,17-03,17-03-27
LOCAL-170329,Santa Leocádia,17,03,29,Vila Real,17-03,17-03-29
LOCAL-170330,Santo António de Monforte,17,03,30,Vila Real,17-03,17-03-30
LOCAL-170331,Santo Estêvão,17,03,31,Vila Real,17-03,17-03-31
LOCAL-170333,São Pedro de Agostém,17,03,33,Vila Real,17-03,17-03-33
LOCAL-170334,São Vicente,17,03,34,Vila Real,17-03,17-03-34
LOCAL-170340,Tronco,17,03,40,Vila Real,17-03,17-03-40
LOCAL-170341,Vale de Anta,17,03,41,Vila Real,17-03,17-03-41
LOCAL-170343,Vila Verde da Raia,17,03,43,Vila Real,17-03,17-03-43
LOCAL-170344,Vilar de Nantes,17,03,44,Vila Real,17-03,17-03-44
LOCAL-170345,Vilarelho da Raia,17,03,45,Vila Real,17-03,17-03-45
LOCAL-170347,Vilas Boas,17,03,47,Vila Real,17-03,17-03-47
LOCAL-170348,Vilela Seca,17,03,48,Vila Real,17-03,17-03-48
LOCAL-170349,Vilela do Tâmega,17,03,49,Vila Real,17-03,17-03-49
LOCAL-170350,Santa Maria Maior,17,03,50,Vila Real,17-03,17-03-50
LOCAL-170353,Planalto de Monforte (Oucidres e Bobadela),17,03,53,Vila Real,17-03,17-03-53
LOCAL-170354,Madalena e Samaiões,17,03,54,Vila Real,17-03,17-03-54
LOCAL-170355,"Eiras, São Julião de Montenegro e Cela",17,03,55,Vila Real,17-03,17-03-55
LOCAL-170356,Calvão e Soutelinho da Raia,17,03,56,Vila Real,17-03,17-03-56
LOCAL-170357,Loivos e Póvoa de Agrações,17,03,57,Vila Real,17-03,17-03-57
LOCAL-170358,Santa Cruz/Trindade e Sanjurge,17,03,58,Vila Real,17-03,17-03-58
LOCAL-170359,Soutelo e Seara Velha,17,03,59,Vila Real,17-03,17-03-59
LOCAL-170360,Travancas e Roriz,17,03,60,Vila Real,17-03,17-03-60
LOCAL-170361,"Vidago, Arcossó, Selhariz, Vilarinho Paranheiras",17,03,61,Vila Real,17-03,17-03-61
LOCAL-170401,Barqueiros,17,04,01,Vila Real,17-04,17-04-01
LOCAL-170402,Cidadelhe,17,04,02,Vila Real,17-04,17-04-02
LOCAL-170403,Oliveira,17,04,03,Vila Real,17-04,17-04-03
LOCAL-170407,Vila Marim,17,04,07,Vila Real,17-04,17-04-07
LOCAL-170408,Mesão Frio (Santo André),17,04,08,Vila Real,17-04,17-04-08
LOCAL-170501,Atei,17,05,01,Vila Real,17-05,17-05-01
LOCAL-170502,Bilhó,17,05,02,Vila Real,17-05,17-05-02
LOCAL-170505,São Cristóvão de Mondim de Basto,17,05,05,Vila Real,17-05,17-05-05
LOCAL-170508,Vilar de Ferreiros,17,05,08,Vila Real,17-05,17-05-08
LOCAL-170509,Campanhó e Paradança,17,05,09,Vila Real,17-05,17-05-09
LOCAL-170510,Ermelo e Pardelhas,17,05,10,Vila Real,17-05,17-05-10
LOCAL-170601,Cabril,17,06,01,Vila Real,17-06,17-06-01
LOCAL-170603,Cervos,17,06,03,Vila Real,17-06,17-06-03
LOCAL-170604,Chã,17,06,04,Vila Real,17-06,17-06-04
LOCAL-170607,Covelo do Gerês,17,06,07,Vila Real,17-06,17-06-07
LOCAL-170609,Ferral,17,06,09,Vila Real,17-06,17-06-09
LOCAL-170612,Gralhas,17,06,12,Vila Real,17-06,17-06-12
LOCAL-170616,Morgade,17,06,16,Vila Real,17-06,17-06-16
LOCAL-170618,Negrões,17,06,18,Vila Real,17-06,17-06-18
LOCAL-170619,Outeiro,17,06,19,Vila Real,17-06,17-06-19
LOCAL-170623,Pitões das Junias,17,06,23,Vila Real,17-06,17-06-23
LOCAL-170625,Reigoso,17,06,25,Vila Real,17-06,17-06-25
LOCAL-170626,Salto,17,06,26,Vila Real,17-06,17-06-26
LOCAL-170627,Santo André,17,06,27,Vila Real,17-06,17-06-27
LOCAL-170629,Sarraquinhos,17,06,29,Vila Real,17-06,17-06-29
LOCAL-170631,Solveira,17,06,31,Vila Real,17-06,17-06-31
LOCAL-170632,Tourém,17,06,32,Vila Real,17-06,17-06-32
LOCAL-170635,Vila da Ponte,17,06,35,Vila Real,17-06,17-06-35
LOCAL-170636,"Cambeses do Rio, Donões e Mourilhe",17,06,36,Vila Real,17-06,17-06-36
LOCAL-170637,Meixedo e Padornelos,17,06,37,Vila Real,17-06,17-06-37
LOCAL-170638,Montalegre e Padroso,17,06,38,Vila Real,17-06,17-06-38
LOCAL-170639,"Paradela, Contim e Fiães",17,06,39,Vila Real,17-06,17-06-39
LOCAL-170640,Sezelhe e Covelães,17,06,40,Vila Real,17-06,17-06-40
LOCAL-170641,Venda Nova e Pondras,17,06,41,Vila Real,17-06,17-06-41
LOCAL-170642,Viade de Baixo e Fervidelas,17,06,42,Vila Real,17-06,17-06-42
LOCAL-170643,Vilar de Perdizes e Meixide,17,06,43,Vila Real,17-06,17-06-43
LOCAL-170701,Candedo,17,07,01,Vila Real,17-07,17-07-01
LOCAL-170703,Fiolhoso,17,07,03,Vila Real,17-07,17-07-03
LOCAL-170704,Jou,17,07,04,Vila Real,17-07,17-07-04
LOCAL-170705,Murça,17,07,05,Vila Real,17-07,17-07-05
LOCAL-170708,Valongo de Milhais,17,07,08,Vila Real,17-07,17-07-08
LOCAL-170710,Carva e Vilares,17,07,10,Vila Real,17-07,17-07-10
LOCAL-170711,Noura e Palheiros,17,07,11,Vila Real,17-07,17-07-11
LOCAL-170802,Fontelas,17,08,02,Vila Real,17-08,17-08-02
LOCAL-170805,Loureiro,17,08,05,Vila Real,17-08,17-08-05
LOCAL-170809,Sedielos,17,08,09,Vila Real,17-08,17-08-09
LOCAL-170810,Vilarinho dos Freires,17,08,10,Vila Real,17-08,17-08-10
LOCAL-170813,Galafura e Covelinhas,17,08,13,Vila Real,17-08,17-08-13
LOCAL-170814,Moura Morta e Vinhós,17,08,14,Vila Real,17-08,17-08-14
LOCAL-170815,Peso da Régua e Godim,17,08,15,Vila Real,17-08,17-08-15
LOCAL-170816,Poiares e Canelas,17,08,16,Vila Real,17-08,17-08-16
LOCAL-170901,Alvadia,17,09,01,Vila Real,17-09,17-09-01
LOCAL-170902,Canedo,17,09,02,Vila Real,17-09,17-09-02
LOCAL-170906,Santa Marinha,17,09,06,Vila Real,17-09,17-09-06
LOCAL-170908,Cerva e Limões,17,09,08,Vila Real,17-09,17-09-08
LOCAL-170909,Salvador e Santo Aleixo de Além-Tâmega,17,09,09,Vila Real,17-09,17-09-09
LOCAL-171001,Celeirós,17,10,01,Vila Real,17-10,17-10-01
LOCAL-171002,Covas do Douro,17,10,02,Vila Real,17-10,17-10-02
LOCAL-171004,Gouvinhas,17,10,04,Vila Real,17-10,17-10-04
LOCAL-171005,Parada de Pinhão,17,10,05,Vila Real,17-10,17-10-05
LOCAL-171007,Paços,17,10,07,Vila Real,17-10,17-10-07
LOCAL-171009,Sabrosa,17,10,09,Vila Real,17-10,17-10-09
LOCAL-171011,São Lourenço de Ribapinhão,17,10,11,Vila Real,17-10,17-10-11
LOCAL-171013,Souto Maior,17,10,13,Vila Real,17-10,17-10-13
LOCAL-171014,Torre do Pinhão,17,10,14,Vila Real,17-10,17-10-14
LOCAL-171015,Vilarinho de São Romão,17,10,15,Vila Real,17-10,17-10-15
LOCAL-171016,"Provesende, Gouvães e S.Cristóvão do Douro",17,10,16,Vila Real,17-10,17-10-16
LOCAL-171017,São Martinho de Antas e Paradela de Guiães,17,10,17,Vila Real,17-10,17-10-17
LOCAL-171101,Alvações do Corgo,17,11,01,Vila Real,17-11,17-11-01
LOCAL-171102,Cumieira,17,11,02,Vila Real,17-11,17-11-02
LOCAL-171103,Fontes,17,11,03,Vila Real,17-11,17-11-03
LOCAL-171106,Medrões,17,11,06,Vila Real,17-11,17-11-06
LOCAL-171110,Sever,17,11,10,Vila Real,17-11,17-11-10
LOCAL-171111,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,17,11,11,Vila Real,17-11,17-11-11
LOCAL-171112,Louredo e Fornelos,17,11,12,Vila Real,17-11,17-11-12
LOCAL-171201,Água Revés e Crasto,17,12,01,Vila Real,17-12,17-12-01
LOCAL-171203,Algeriz,17,12,03,Vila Real,17-12,17-12-03
LOCAL-171205,Bouçoães,17,12,05,Vila Real,17-12,17-12-05
LOCAL-171206,Canaveses,17,12,06,Vila Real,17-12,17-12-06
LOCAL-171209,Ervões,17,12,09,Vila Real,17-12,17-12-09
LOCAL-171211,Fornos do Pinhal,17,12,11,Vila Real,17-12,17-12-11
LOCAL-171212,Friões,17,12,12,Vila Real,17-12,17-12-12
LOCAL-171215,Padrela e Tazem,17,12,15,Vila Real,17-12,17-12-15
LOCAL-171216,Possacos,17,12,16,Vila Real,17-12,17-12-16
LOCAL-171217,Rio Torto,17,12,17,Vila Real,17-12,17-12-17
LOCAL-171219,Santa Maria de Emeres,17,12,19,Vila Real,17-12,17-12-19
LOCAL-171220,Santa Valha,17,12,20,Vila Real,17-12,17-12-20
LOCAL-171221,Santiago da Ribeira de Alhariz,17,12,21,Vila Real,17-12,17-12-21
LOCAL-171222,São João da Corveira,17,12,22,Vila Real,17-12,17-12-22
LOCAL-171223,São Pedro de Veiga de Lila,17,12,23,Vila Real,17-12,17-12-23
LOCAL-171224,Serapicos,17,12,24,Vila Real,17-12,17-12-24
LOCAL-171227,Vales,17,12,27,Vila Real,17-12,17-12-27
LOCAL-171229,Vassal,17,12,29,Vila Real,17-12,17-12-29
LOCAL-171230,Veiga de Lila,17,12,30,Vila Real,17-12,17-12-30
LOCAL-171231,Vilarandelo,17,12,31,Vila Real,17-12,17-12-31
LOCAL-171232,Carrazedo de Montenegro e Curros,17,12,32,Vila Real,17-12,17-12-32
LOCAL-171233,"Lebução, Fiães e Nozelos",17,12,33,Vila Real,17-12,17-12-33
LOCAL-171234,Sonim e Barreiros,17,12,34,Vila Real,17-12,17-12-34
LOCAL-171235,Tinhela e Alvarelhos,17,12,35,Vila Real,17-12,17-12-35
LOCAL-171236,Valpaços e Sanfins,17,12,36,Vila Real,17-12,17-12-36
LOCAL-171302,Alfarela de Jales,17,13,02,Vila Real,17-13,17-13-02
LOCAL-171303,Bornes de Aguiar,17,13,03,Vila Real,17-13,17-13-03
LOCAL-171304,Bragado,17,13,04,Vila Real,17-13,17-13-04
LOCAL-171305,Capeludos,17,13,05,Vila Real,17-13,17-13-05
LOCAL-171310,Soutelo de Aguiar,17,13,10,Vila Real,17-13,17-13-10
LOCAL-171311,Telões,17,13,11,Vila Real,17-13,17-13-11
LOCAL-171312,Tresminas,17,13,12,Vila Real,17-13,17-13-12
LOCAL-171313,Valoura,17,13,13,Vila Real,17-13,17-13-13
LOCAL-171314,Vila Pouca de Aguiar,17,13,14,Vila Real,17-13,17-13-14
LOCAL-171315,Vreia de Bornes,17,13,15,Vila Real,17-13,17-13-15
LOCAL-171316,Vreia de Jales,17,13,16,Vila Real,17-13,17-13-16
LOCAL-171317,Sabroso de Aguiar,17,13,17,Vila Real,17-13,17-13-17
LOCAL-171319,Alvão,17,13,19,Vila Real,17-13,17-13-19
LOCAL-171320,Pensalvos e Parada de Monteiros,17,13,20,Vila Real,17-13,17-13-20
LOCAL-171401,Abaças,17,14,01,Vila Real,17-14,17-14-01
LOCAL-171403,Andrães,17,14,03,Vila Real,17-14,17-14-03
LOCAL-171404,Arroios,17,14,04,Vila Real,17-14,17-14-04
LOCAL-171406,Campeã,17,14,06,Vila Real,17-14,17-14-06
LOCAL-171409,Folhadela,17,14,09,Vila Real,17-14,17-14-09
LOCAL-171410,Guiães,17,14,10,Vila Real,17-14,17-14-10
LOCAL-171414,Lordelo,17,14,14,Vila Real,17-14,17-14-14
LOCAL-171415,Mateus,17,14,15,Vila Real,17-14,17-14-15
LOCAL-171416,Mondrões,17,14,16,Vila Real,17-14,17-14-16
LOCAL-171420,Parada de Cunhos,17,14,20,Vila Real,17-14,17-14-20
LOCAL-171426,Torgueda,17,14,26,Vila Real,17-14,17-14-26
LOCAL-171429,Vila Marim,17,14,29,Vila Real,17-14,17-14-29
LOCAL-171431,Adoufe e Vilarinho de Samardã,17,14,31,Vila Real,17-14,17-14-31
LOCAL-171432,Borbela e Lamas de Olo,17,14,32,Vila Real,17-14,17-14-32
LOCAL-171433,Constantim e Vale de Nogueiras,17,14,33,Vila Real,17-14,17-14-33
LOCAL-171434,Mouçós e Lamares,17,14,34,Vila Real,17-14,17-14-34
LOCAL-171435,Nogueira e Ermida,17,14,35,Vila Real,17-14,17-14-35
LOCAL-171436,"Pena, Quintã e Vila Cova",17,14,36,Vila Real,17-14,17-14-36
LOCAL-171437,São Tomé do Castelo e Justes,17,14,37,Vila Real,17-14,17-14-37
LOCAL-171438,Vila Real,17,14,38,Vila Real,17-14,17-14-38
LOCAL-180101,Aldeias,18,01,01,Viseu,18-01,18-01-01
LOCAL-180104,Cimbres,18,01,04,Viseu,18-01,18-01-04
LOCAL-180106,Folgosa,18,01,06,Viseu,18-01,18-01-06
LOCAL-180107,Fontelo,18,01,07,Viseu,18-01,18-01-07
LOCAL-180109,Queimada,18,01,09,Viseu,18-01,18-01-09
LOCAL-180110,Queimadela,18,01,10,Viseu,18-01,18-01-10
LOCAL-180111,Santa Cruz,18,01,11,Viseu,18-01,18-01-11
LOCAL-180114,São Cosmado,18,01,14,Viseu,18-01,18-01-14
LOCAL-180115,São Martinho das Chãs,18,01,15,Viseu,18-01,18-01-15
LOCAL-180118,Vacalar,18,01,18,Viseu,18-01,18-01-18
LOCAL-180120,Armamar,18,01,20,Viseu,18-01,18-01-20
LOCAL-180121,Aricera e Goujoim,18,01,21,Viseu,18-01,18-01-21
LOCAL-180122,São Romão e Santiago,18,01,22,Viseu,18-01,18-01-22
LOCAL-180123,Vila Seca e Santo Adrião,18,01,23,Viseu,18-01,18-01-23
LOCAL-180201,Beijós,18,02,01,Viseu,18-02,18-02-01
LOCAL-180202,Cabanas de Viriato,18,02,02,Viseu,18-02,18-02-02
LOCAL-180204,Oliveira do Conde,18,02,04,Viseu,18-02,18-02-04
LOCAL-180206,Parada,18,02,06,Viseu,18-02,18-02-06
LOCAL-180208,Carregal do Sal,18,02,08,Viseu,18-02,18-02-08
LOCAL-180301,Almofala,18,03,01,Viseu,18-03,18-03-01
LOCAL-180303,Cabril,18,03,03,Viseu,18-03,18-03-03
LOCAL-180304,Castro Daire,18,03,04,Viseu,18-03,18-03-04
LOCAL-180305,Cujó,18,03,05,Viseu,18-03,18-03-05
LOCAL-180309,Gosende,18,03,09,Viseu,18-03,18-03-09
LOCAL-180312,Mões,18,03,12,Viseu,18-03,18-03-12
LOCAL-180313,Moledo,18,03,13,Viseu,18-03,18-03-13
LOCAL-180314,Monteiras,18,03,14,Viseu,18-03,18-03-14
LOCAL-180317,Pepim,18,03,17,Viseu,18-03,18-03-17
LOCAL-180319,Pinheiro,18,03,19,Viseu,18-03,18-03-19
LOCAL-180322,São Joaninho,18,03,22,Viseu,18-03,18-03-22
LOCAL-180323,"Mamouros, Alva e Ribolhos",18,03,23,Viseu,18-03,18-03-23
LOCAL-180324,Mezio e Moura Morta,18,03,24,Viseu,18-03,18-03-24
LOCAL-180325,Parada de Ester e Ester,18,03,25,Viseu,18-03,18-03-25
LOCAL-180326,Picão e Ermida,18,03,26,Viseu,18-03,18-03-26
LOCAL-180327,Reriz e Gafanhão,18,03,27,Viseu,18-03,18-03-27
LOCAL-180403,Cinfães,18,04,03,Viseu,18-04,18-04-03
LOCAL-180404,Espadanedo,18,04,04,Viseu,18-04,18-04-04
LOCAL-180405,Ferreiros de Tendais,18,04,05,Viseu,18-04,18-04-05
LOCAL-180406,Fornelos,18,04,06,Viseu,18-04,18-04-06
LOCAL-180408,Moimenta,18,04,08,Viseu,18-04,18-04-08
LOCAL-180409,Nespereira,18,04,09,Viseu,18-04,18-04-09
LOCAL-180410,Oliveira do Douro,18,04,10,Viseu,18-04,18-04-10
LOCAL-180412,Santiago de Piães,18,04,12,Viseu,18-04,18-04-12
LOCAL-180413,São Cristóvão de Nogueira,18,04,13,Viseu,18-04,18-04-13
LOCAL-180414,Souselo,18,04,14,Viseu,18-04,18-04-14
LOCAL-180415,Tarouquela,18,04,15,Viseu,18-04,18-04-15
LOCAL-180416,Tendais,18,04,16,Viseu,18-04,18-04-16
LOCAL-180417,Travanca,18,04,17,Viseu,18-04,18-04-17
LOCAL-180418,"Alhões, Bustelo, Gralheira e Ramires",18,04,18,Viseu,18-04,18-04-18
LOCAL-180502,Avões,18,05,02,Viseu,18-05,18-05-02
LOCAL-180504,Britiande,18,05,04,Viseu,18-05,18-05-04
LOCAL-180505,Cambres,18,05,05,Viseu,18-05,18-05-05
LOCAL-180507,Ferreirim,18,05,07,Viseu,18-05,18-05-07
LOCAL-180508,Ferreiros de Avões,18,05,08,Viseu,18-05,18-05-08
LOCAL-180509,Figueira,18,05,09,Viseu,18-05,18-05-09
LOCAL-180510,Lalim,18,05,10,Viseu,18-05,18-05-10
LOCAL-180511,Lazarim,18,05,11,Viseu,18-05,18-05-11
LOCAL-180516,Penajóia,18,05,16,Viseu,18-05,18-05-16
LOCAL-180517,Penude,18,05,17,Viseu,18-05,18-05-17
LOCAL-180519,Samodães,18,05,19,Viseu,18-05,18-05-19
LOCAL-180520,Sande,18,05,20,Viseu,18-05,18-05-20
LOCAL-180523,Várzea de Abrunhais,18,05,23,Viseu,18-05,18-05-23
LOCAL-180524,Vila Nova de Souto d'El-Rei,18,05,24,Viseu,18-05,18-05-24
LOCAL-180525,Lamego (Almacave e Sé),18,05,25,Viseu,18-05,18-05-25
LOCAL-180526,"Bigorne, Magueija e Pretarouca",18,05,26,Viseu,18-05,18-05-26
LOCAL-180527,"Cepões, Meijinhos e Melcões",18,05,27,Viseu,18-05,18-05-27
LOCAL-180528,Parada do Bispo e Valdigem,18,05,28,Viseu,18-05,18-05-28
LOCAL-180601,Abrunhosa-a-Velha,18,06,01,Viseu,18-06,18-06-01
LOCAL-180602,Alcafache,18,06,02,Viseu,18-06,18-06-02
LOCAL-180605,Cunha Baixa,18,06,05,Viseu,18-06,18-06-05
LOCAL-180606,Espinho,18,06,06,Viseu,18-06,18-06-06
LOCAL-180607,Fornos de Maceira Dão,18,06,07,Viseu,18-06,18-06-07
LOCAL-180608,Freixiosa,18,06,08,Viseu,18-06,18-06-08
LOCAL-180614,Quintela de Azurara,18,06,14,Viseu,18-06,18-06-14
LOCAL-180616,São João da Fresta,18,06,16,Viseu,18-06,18-06-16
LOCAL-180619,"Mangualde, Mesquitela e Cunha Alta",18,06,19,Viseu,18-06,18-06-19
LOCAL-180620,Moimenta de Maceira Dão e Lobelhe do Mato,18,06,20,Viseu,18-06,18-06-20
LOCAL-180621,Santiago de Cassurrães e Póvoa de Cervães,18,06,21,Viseu,18-06,18-06-21
LOCAL-180622,"Tavares (Chãs, Várzea e Travanca)",18,06,22,Viseu,18-06,18-06-22
LOCAL-180702,Alvite,18,07,02,Viseu,18-07,18-07-02
LOCAL-180703,Arcozelos,18,07,03,Viseu,18-07,18-07-03
LOCAL-180705,Baldos,18,07,05,Viseu,18-07,18-07-05
LOCAL-180706,Cabaços,18,07,06,Viseu,18-07,18-07-06
LOCAL-180707,Caria,18,07,07,Viseu,18-07,18-07-07
LOCAL-180708,Castelo,18,07,08,Viseu,18-07,18-07-08
